user,tweet,location,date,sentiment
Sandy Alano,RT @GeoffRBennett: House Republican Leader Kevin McCarthy is calling on Joe Biden to suspend his campaign while the Democratic senators run…,"Apache Junction, AZ",2020-01-14 16:28:55,neutral
arealcherokee!,"RT @MJBodary: I would too, however I want the stigma of Impeachment taken from @realDonaldTrump .
He doesnt deserve it, and not fair to a m…",Show Me Missouri,2020-01-14 16:28:56,negative
Seek Wisdom,@expertmarx @ByronYork On Adam version only anything like that happened. The real call there was no “looking for di… https://t.co/NkfX4uSP1g,None,2020-01-14 16:28:56,positive
Val    🌊The Blue Tsunami Came🌊,RT @joelockhart: If Hunter Biden is called to testify so should Ivanka and Jared and Don Jr. and Eric.  If this part of the trial is about…,"Pikesville, MD ",2020-01-14 16:28:56,neutral
"⚖️BernieMao vs Liz ""Baby Powerfist"" Struggleface⚖️",RT @grantstern: @KHiveQueenB @MalcolmNance They are very well rounded together. It’s a reversed repeat of the Biden/Obama situation in 2008…,"San Fernando, CA",2020-01-14 16:28:56,positive
Black Democratic Socialist 🌹🔥,RT @davidsirota: These are the very clear differences between @BernieSanders and @JoeBiden that Democratic voters deserve to know about 👇,None,2020-01-14 16:28:56,positive
Cletus Ray,RT @Veteran4Trump: @RepAdamSchiff We’re back to Russia Russia Russia. LOL. We don’t need Russia to tell us the Bidens are corrupt. We heard…,United States,2020-01-14 16:28:56,positive
Cherie,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",None,2020-01-14 16:28:57,neutral
emmy1690 🌹🔥,RT @davidsirota: These are the very clear differences between @BernieSanders and @JoeBiden that Democratic voters deserve to know about 👇 h…,California,2020-01-14 16:28:58,positive
DSP🇺🇸 🌊🗽,Now if someone would tell the @GOP @senatemajldr,United States of America,2020-01-14 16:28:58,neutral
Adam Selzer,"One possible scenario: Biden is called as a witness in the impeachment trial and gives a fiery, take-no-prisoners-t… https://t.co/VdqHEoTNma","Chicago, IL",2020-01-14 16:29:00,neutral
Will A BanX,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…",USA,2020-01-14 16:29:01,negative
Mrs Rochester,"RT @briebriejoy: Well, will you look at that!

The most diverse, working class coalition in this race is getting even more diverse. 

This…","Rochester, NY",2020-01-14 16:29:01,positive
Black Democratic Socialist 🌹🔥,"RT @briebriejoy: Well, will you look at that!

The most diverse, working class coalition in this race is getting even more diverse. 

This…",None,2020-01-14 16:29:01,positive
The Federalist,RT @johnddavidson: A Joe Biden sweep of the early primaries could hasten a reckoning in the Democratic Party between its progressive and es…,United States of America,2020-01-14 16:29:01,positive
giannisantillan🧢,"RT @thatsmyThucents: Why is @AndrewYang not on stage again? Oh, yea, because the @DNC, @TheDemocrats, and @TomPerez decided that the voices…",Pacific Ocean,2020-01-14 16:29:01,neutral
Read my lips - Resist & Remove,RT @Amy_Siskind: LOL.  I am calling on @GOPLeader to suspend his enabling of a puppet regime installed by Putin.,"Oklahoma, USA",2020-01-14 16:29:02,positive
Marie Fonseca 🔥🅰️🌹🚫,@Only2beRenee @LumpyLouish Then a woman with solid policies needs to run! Watered down establishment garbage is not… https://t.co/k4EQYBwc7E,"Miami Beach, FL",2020-01-14 16:29:02,negative
Traci Morrison #DemCastFL,RT @Amy_Siskind: LOL.  I am calling on @GOPLeader to suspend his enabling of a puppet regime installed by Putin. https://t.co/jzQoTJsgFs,"Jacksonville,Florida",2020-01-14 16:29:02,positive
DF,"RT @Lrihendry: Joe Biden has been in office for 44 years

Chuck Schumer has been an office for 38 years

Nancy Pelosi has been in office fo…",USA,2020-01-14 16:29:02,neutral
saskia,RT @MaxBlumenthal: Here's the editor-in-chief of the Daily Beast tabloid basically warning his colleagues that if they report on leaked doc…,None,2020-01-14 16:29:02,neutral
Val    🌊The Blue Tsunami Came🌊,RT @ProudResister: Here we go again. Russia just hacked the Ukrainian Gas Company that Hunter Biden worked for and none of us should be sur…,"Pikesville, MD ",2020-01-14 16:29:02,neutral
Phil De Carolis,"RT @zerohedge: Sanders Surges To Top In California; Polls Show Biden Leading In Iowa, New Hampshire https://t.co/OeMfdHQWKb","Southern California, U.S.",2020-01-14 16:29:03,positive
mary lindsay,"RT @21WIRE: The fact that the Democrat establishment need to wheel out this dinosaur to help shore-up the other dinosaur, speaks volumes ab…","England, United Kingdom",2020-01-14 16:29:03,negative
Bernie's Red Hot Rod,RT @davidsirota: These are the very clear differences between @BernieSanders and @JoeBiden that Democratic voters deserve to know about 👇,"Bayonne, NJ",2020-01-14 16:29:04,positive
Amanda K L,"If Warren was a man this Sanders conflict would be more like, ""Warren is going after Sanders"" like when Buttigieg w… https://t.co/flmvVJqPfJ",Seattle adjacent ,2020-01-14 16:29:04,positive
that damn good,"RT @FaerieWhings: #ITrustBernie because he has been fighting for women for decades. #WomenForBernie

https://t.co/tEgK1k3Z78","Illinois, USA",2020-01-14 16:29:05,neutral
Valor Club,"RT @AsteadWesley: NEW: Ahead of the final pre-Iowa debate, the professional left wants deescalation between Warren and Sanders. The online…",Worldwide,2020-01-14 16:29:06,positive
Red Tidal Wave,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,None,2020-01-14 16:29:06,positive
OC2PS,RT @davidsirota: These are the very clear differences between @BernieSanders and @JoeBiden that Democratic voters deserve to know about 👇 h…,None,2020-01-14 16:29:07,positive
sameer Mohan,RT @mtaibbi: Further underscoring the absurdity of Biden (and Kerry) saying the AUMF vote was not a vote for war: Biden told Bush he'd supp…,"Dallas, TX",2020-01-14 16:29:07,neutral
Keith 🌹,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","Connecticut, USA",2020-01-14 16:29:07,neutral
Carol Muth,👍👍👍👍,"Michigan, USA",2020-01-14 16:29:07,neutral
Mann What Do I know,"RT @MarshallCohen: This might be the most important news of the day. Russia could leak Burisma emails, and slip in some doctored emails, to…",Here There and Everywhere,2020-01-14 16:29:08,positive
Blake Aued,@mattpulver You’re asking me like I’m a guy who thinks Biden should be running.,"Athens, Ga.",2020-01-14 16:29:08,neutral
Vanessa Ruiz,"RT @NPR: Six candidates will take the stage tonight in Iowa for the 7th Democratic debate at 9 p.m. ET. They are:

• Joe Biden
• Pete Butti…","Phoenix, AZ",2020-01-14 16:29:08,neutral
Frank Haggerty,"Nancy Pelosi: ""Democrats Should Get to Call Witnesses, Impeachment Trial Should Last 2-6 Weeks""-- That Way Joe Bide… https://t.co/sdWxsODWbE",Rhode Island,2020-01-14 16:29:09,neutral
tess mother of snits🆘,"@Beaverhausenish Doesn’t matter- trump thinks if he pokes at Hunter, Biden will react like he does and lash out ina… https://t.co/elMJLCJwUc",United States,2020-01-14 16:29:09,neutral
Carol J Davy,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,"Los Angeles, CA",2020-01-14 16:29:09,positive
MLK,"RT @CDonatac: Nuclear Option loaded:

Joe Biden open to CA Sen. Kamala Harris as 2020 running mate ~ says he’d consider Kamala Harris for “…",None,2020-01-14 16:29:09,neutral
Michelle Kardasz,"RT @MarshallCohen: This might be the most important news of the day. Russia could leak Burisma emails, and slip in some doctored emails, to…","Pittsburgh, PA",2020-01-14 16:29:10,positive
Alyson Metzger,"The Warren campaign is big on ""unity"" tactics. First, the progressive unity scam with/against Bernie. And now, the… https://t.co/lVD8cifMNF",NYC,2020-01-14 16:29:10,positive
Volunteer for Bernie 🌹 *Read Bio*,"RT @TweetingYarnie: In advance of tonight’s 9PM ET CNN debate, the Bernie Sanders campaign releases a video that fact checks Joe Biden abou…",None,2020-01-14 16:29:10,neutral
Joe Citizen,@LiftTheeLeft @WalkerBragman @rjhenning2016 Yes everybody pay attention to Elizabeth Warren and not Biden who's clo… https://t.co/5UNsashpow,None,2020-01-14 16:29:10,neutral
Renae,Because of what?  This grimy GOP has lied on every candidate except the one that support them.,United States,2020-01-14 16:29:11,neutral
wokie from muskogee 🌹,"RT @esaagar: Had forgotten about this:

Biden once so enthusiastically supported the Iraq War he told Bush that if he could get it done w/o…","New York, NY",2020-01-14 16:29:11,neutral
Matt-icare4All,"RT @NYforSanders: hey remember that time Joe Biden spent four decades trying to cut Social Security?

#ITrustBernie to EXPAND Social Securi…","Portland, OR",2020-01-14 16:29:11,negative
brucehagen,RT @JasonMillerinDC: Rand Paul to force vote on Hunter Biden testimony if GOP backs impeachment witnesses https://t.co/EqvHRCPWNl via @nypo…,None,2020-01-14 16:29:12,neutral
Hillary was right!,RT @blackwomenviews: Reminding y'all that privilege is not merit. https://t.co/7TDQhx4SBQ,"Denver, CO",2020-01-14 16:29:12,neutral
AndromedaTitan77🌹,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",None,2020-01-14 16:29:12,neutral
🌊LDI~#FlipTheSenate2020🌊,"WOOOHOOOOO!!!

#BidenHarris2020!",Venus,2020-01-14 16:29:13,neutral
Sandpit Nostep,"RT @Dawnsfire: I've always had an issue with folks running for one office while holding another. 

It always seemed to me that one or both…",United States,2020-01-14 16:29:13,neutral
"CAM🍸🍸♥️♥️🌲🌲🌄🌟🌜""Let justice roll like water""","RT @kantquit1: @CDonatac @TearsInHeaven09 I really like what I am hearing from Amy Kloubuchar right now, but I would vote for a Biden/Harri…","Astoria, Oregon",2020-01-14 16:29:13,positive
Liesa Quinn,"RT @RandPaul: My colleagues can’t have it both ways. Calling for some, while blocking others. If we are going to give a platform to witness…",WARWICK RHODE ISLAND,2020-01-14 16:29:13,neutral
Laurie kay,"RT @ByronYork: Much talk about chance of Hunter Biden testimony at Senate trial. But what about the whistleblower? He started probe, create…",None,2020-01-14 16:29:13,positive
Mrs Rochester,"RT @CPDAction: Bernie Sanders consistently had solid support among younger Black voters, with Biden holding on to Black voters 65+.

That's…","Rochester, NY",2020-01-14 16:29:14,negative
Gregory Hendrix,RT @steve59671190: He has to have a Rally to get his family and friends to Vote for him !  Sad and he couldn’t even get a full house ! They…,"Tennessee, USA",2020-01-14 16:29:15,negative
alice215,RT @RalphNader: It doesn't help the progressive cause for Bernie Sanders and Elizabeth Warren to be squabbling. The Democratic Party corpor…,"Connecticut, USA",2020-01-14 16:29:15,neutral
"Minxy, PhD. 🐼","Republicans really want Bernie to be the candidate.

Wonder why......",The shoe department,2020-01-14 16:29:15,positive
April Howell🇺🇸#ReleaseItAll,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",🇺🇸 Land of the Free,2020-01-14 16:29:15,neutral
"(((Terri #Resistance=Ω, #Change=∆)))",RT @mistercoty2: @mkraju What matter now is Trump asking the Ukraine to investigate Biden. That’s the crime. If there is crime on the Biden…,"Florida, USA",2020-01-14 16:29:16,neutral
Keith,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…","On the Chesapeake bay near the worlds lagest naval base , norfolk",2020-01-14 16:29:16,neutral
Terry Shumaker,"RT @JoeForNH: For decades, politicians tried and failed to pass critical changes to our health care system before the Obama-Biden administr…","Concord, New Hampshire",2020-01-14 16:29:16,negative
"#FBIRONY,#SPYZACOURT","RT @MikeRot64613621: Joe Biden could shoot someone in the middle of a New York City street in broad daylight

&amp; the media would charge Dona…","Ridgeland, SC",2020-01-14 16:29:17,positive
Leann Files,"RT @KamVTV: Let me make sure I understand... 

America was sold out to China/Ukraine by Biden 

Iran/middle east by Obama 

Russia/Libya  b…",California - USA,2020-01-14 16:29:17,positive
Cassandra Said,"RT @jericho71: @SER1897 If Biden's ""I would have won in 2016"" wasn't code for ""a woman can't get elected"", then he probably thinks he could…","California, USA",2020-01-14 16:29:18,neutral
♠Melissa Wiley♠,RT @JohnWHuber: Pre-emptive narrative strike: anything bad about Burisma/Biden is going to be helping “Russians” and suppressed by the medi…,None,2020-01-14 16:29:18,negative
Dana Royse,"RT @TexasBluein20: Former VP Biden has picked up the endorsement of two California unions, the International Longshore and Warehouse Union…","Sherwood, OR",2020-01-14 16:29:19,neutral
⭐️⭐️Rooster⭐️⭐️,"RT @gopoundsand1234: 📢 It's All a Plot ‼
It's ALWAYS been a  PLOT‼
and never about substance
❌Russia Russia Russia
❌Mueller Dossier #FISAab…",None,2020-01-14 16:29:20,neutral
eric_,"RT @CDonatac: Nuclear Option loaded:

Joe Biden open to CA Sen. Kamala Harris as 2020 running mate ~ says he’d consider Kamala Harris for “…",None,2020-01-14 16:29:21,neutral
dwlove316,RT @TomFitton: State Dept slow walking Biden Ukraine corruption docs.  @RealDonaldTrump @JudicialWatch https://t.co/qI4nZ9ir1V,"Arkansas, USA",2020-01-14 16:29:22,negative
Ryan Buckley,Sad to say I believe this.,"Walnut Creek, CA",2020-01-14 16:29:23,negative
Laurie Scheel 🥁,"RT @1nonblonde2: This should be Joe Biden’s response tonight when lame Tom Steyer attempts to say Obama opposed the war in the 2007.

Guess…",None,2020-01-14 16:29:24,negative
Suzie Daniels,@ThiaBallerina Maybe she’s making a play for the “anyone but Bernie” vote in a play to snag delegates from Biden an… https://t.co/c5HQppfS1e,None,2020-01-14 16:29:24,neutral
FreeThinker,RT @carrieksada: @mitchellreports this is just plain lazy journalism on your behalf. You’re going to run with the same bullshit ‘Muh Russia…,A Galaxy far far away #MAGA,2020-01-14 16:29:24,negative
kokeshi_me,"RT @TonyWestside088: My aunt who started off this cycle voting for Biden, then Warren and was on the fence about Bernie just let me know th…","Tokyo, Japan",2020-01-14 16:29:24,neutral
TSuzzetteGhale,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:29:25,neutral
Dark Meat,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",None,2020-01-14 16:29:25,neutral
ashamed to be human,"@WaterDean i'm going to be attacked for this
but
half of americans are unlikely to vote for
a woman
a POC
a Jew.

a… https://t.co/8ENuNRWNey","Florida, USA",2020-01-14 16:29:26,negative
Minnie Santillan,"RT @jazmineulloa: Phew, that bulging paragraph of data points in the intro on Amy Klobuchar’s record. 

She’s hit all of Iowa’s 99 counties…",The center of the universe,2020-01-14 16:29:26,neutral
