user,tweet,location,date,sentiment
❌stealthsoldier #cult45❌,"RT @chuckvnaples: JUST READING the comments from the fascist progressive left shows there has been a very poor job of education 
When they…","Texas, USA",2020-01-14 15:11:26,negative
CD,RT @raslady1: Gulags for everyone!  @BernieSanders will force everyone into re-education GULAGS.  There’s your living wage 🤬. #BernieSander…,None,2020-01-14 15:11:26,neutral
Kaliii 🔥,"@Dahntahn7 By him not voting, he is letting them win. If voting didn't matter, they wouldn't try so hard to suppres… https://t.co/mlNm3xQYSG",None,2020-01-14 15:11:26,positive
Roger,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,🇦🇺 🇨🇦 🇮🇱 🇺🇸,2020-01-14 15:11:26,neutral
ExcessivelyDankAnna,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…",United States,2020-01-14 15:11:26,neutral
Sanders Democrat #Bernie2020 #NotMeUs,"RT @MalaikaJabali: I dunno it’s strange that when people, rightly, pointed out that Bernie’s supporters tended to be non-black it was taken…",Proud citizen of the #DMV,2020-01-14 15:11:26,positive
Patricia Towgav,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",None,2020-01-14 15:11:26,positive
Emotional Support Locomotive,"RT @downwithtyranny: So who's more at fault, Harvard or Warren? But the disturbing thing is that she's been lying &amp; covering this up-- givi…",New York City/State/County,2020-01-14 15:11:26,neutral
𝒷𝒾𝓁𝓁𝒾❀𝓃𝒶𝒾𝓇𝑒𝓈 𝒶𝓇𝑒 𝑒𝓋𝒾𝓁 🌹,RT @_michaelbrooks: Absolutely. I’ve never understood why people were so confident about her backing Sanders after she drops out https://t.…,Bernie's Fairydust Kingdom,2020-01-14 15:11:26,positive
Theresa,RT @twistopherrobin: @TrueFactsStated @theresamax Bernie is not a Dem. Just like Trump was never a Republican. What they have both done (sk…,None,2020-01-14 15:11:26,neutral
Luke Skinner,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",Germany,2020-01-14 15:11:27,neutral
RightOnQ 🇺🇸,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:11:27,negative
Ross🧢,RT @AndrewYang: Watching this Elizabeth - Bernie dynamic is upsetting. We have big problems to solve and both want to solve them. I’m sure…,None,2020-01-14 15:11:27,neutral
S.H.G.,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Houston, TX",2020-01-14 15:11:27,negative
Jellenne,RT @KellySunshineT1: Bernie Sanders and his ilk rely on those with oppositional defiant disorder and other anti-social personality disorder…,Valley of the Sun,2020-01-14 15:11:27,negative
🌹#LeftyToTheCore 🌹#BerniesGoingToWin,RT @Whatapityonyou: Everyone should moneybomb Bernie right now.,"California, USA",2020-01-14 15:11:27,positive
Noelle Seguin 🌹,"RT @nidhiprakash: SCOOP: Bernie Sanders just gained the endorsement of Nevada's largest teachers union. 

Clark County is the 5th largest s…",Washington DC/Louisiana/SoCal,2020-01-14 15:11:27,neutral
Fresh Mouth Independecat,@dietotaku It will change nothing. The people who already believe Bernie is sexist will have their pre-existing not… https://t.co/NMtZHgPRRw,None,2020-01-14 15:11:27,neutral
Meagan Wiper - Outlive Them 🌹🍊⚽☠️💜,"RT @SAVoltolin: 10. There are many more, but you see the trend here...

Elizabeth Warren tells lies to benefit herself.

She's done it her…",Unceded Algonquin Territory,2020-01-14 15:11:27,positive
Tony 🌹,@JamieOGrady Plenty of Bernie supporters also don’t do that. And plenty of Warren supporters do., ,2020-01-14 15:11:28,neutral
Women & Politics,RT @QueenMab87: It’s hilarious that the latest Bernie controversy forced him to finally admit Hillary won in 2016,None,2020-01-14 15:11:28,positive
🍀🇺🇸God BlessTexas and Bacon🇺🇸🍀,RT @CarmineSabia: Bernie campaign workers calling for re education and gulags fro President Donald Trump supporters. Threaten riots and bea…,"Texas, USA",2020-01-14 15:11:28,neutral
Deplorable William 🇺🇸🇺🇸 Text Trump to 88022,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Tipp City, OH",2020-01-14 15:11:28,positive
Angel Heart,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:11:28,positive
JKO-017🇺🇸,"RT @oUSA_JEDIo: “A Woman Can’t Win.”

~Bernie Sanders (actual quote)

source: @ewarren #RefundWarren https://t.co/VzSnYy3BIh",Freedom,2020-01-14 15:11:28,positive
BeBe,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Ohio, USA",2020-01-14 15:11:28,positive
BOONE ⭐️⭐️⭐️,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,FLORIDA PANHANDLE,2020-01-14 15:11:28,positive
Peace,"RT @MazurikL: The problem w/socialist elites is well stated by @charliekirk11 &amp; @SenSanders Bernie’s motto, do as I say, not as I do. Of co…",None,2020-01-14 15:11:28,neutral
Ethologos 🧢,"@Underdawg47 @BenBeard6819921 @MindsetofYang @Chrisness You really just can't admit you made false claim, can you?… https://t.co/hXXWhQFa9Z","California, USA",2020-01-14 15:11:28,negative
👿,RT @Reece_Lively: @PTAisAmazing R.I.P Bernie Mac 😔,ALG,2020-01-14 15:11:28,neutral
GJTSIMPSON 😎🤬🎾,A woman won ... 2 million plus votes ...,Atlanta ,2020-01-14 15:11:28,neutral
Adam Koenig,“THE THING IS—I LIKE BERNIE! EVERYONE LIKES BERNIE! BECAUSE CRAZY GRANDPA IS TOTALLY ELECTABLE BUT CRAZY GRANDMA NE… https://t.co/2Bl0pHjgzu,"Ohio, USA",2020-01-14 15:11:28,negative
C3,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:11:28,negative
NAITO 2 BELTS,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…",None,2020-01-14 15:11:28,neutral
Jason Nichols,RT @lhfang: Washington Post reports that one of the people with knowledge of the Bernie-Warren dinner says that Bernie did not express doub…,United States,2020-01-14 15:11:28,neutral
P Ebo,Agree with your headline. Let’s see what’s inside! @LionheartNYC @JoyAnnColl,THE City,2020-01-14 15:11:28,neutral
Lisa Fahey⭐⭐⭐,RT @CarmineSabia: Bernie campaign workers calling for re education and gulags fro President Donald Trump supporters. Threaten riots and bea…,"New York, USA",2020-01-14 15:11:28,neutral
Neville Longphallus,Unnuh ago gwaan fuck round till bernie sanders dead then ull only have candidates like biden and Clinton left. But… https://t.co/v7waHxmUrA,The Gaza Empire,2020-01-14 15:11:28,negative
Nicole,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","USA, Germany",2020-01-14 15:11:29,positive
🌵Nationalist of AZ 🌵🌟🌟🌟,"RT @wvufanagent99: So, according to the ""Bernie Bros"", if @BernieSanders does not win the Dem nomination, ""The cops are going to be the one…","Arizona, USA",2020-01-14 15:11:29,negative
Disassociate 0,@CNNPolitics what ya gonna do about the @washingtonpost story? #fraud #electionmeddling #dnccoup @DNC #WarrenLies… https://t.co/EFR3f9xSvg,the disassociative collective,2020-01-14 15:11:29,neutral
Anthoney Obasi,"RT @CANCEL_SAM: “The issue is not whether you’re Black or White, whether you’re a woman or a man.

**In my view, a woman could be elected P…","Camden, New Jersey, USA",2020-01-14 15:11:29,negative
spooky jim,RT @pissboymcgee: every time some fake ass story comes out about bernie i donate another $27 and i have a fear i won’t be able to pay my re…,"New York, USA",2020-01-14 15:11:29,neutral
Big Sloppy,@bennyjohnson @123RHGreen @Project_Veritas Just sad.  Everything the left accuses the right of being they are.  Ber… https://t.co/x8hU0TOlwr,United States,2020-01-14 15:11:29,negative
Warsy Gahiefuh,"RT @rubycramer: NEW: Bernie has vehemently denied he said a woman couldn't win, blaming the CNN story on ""staff who weren’t in the room are…",voat.co/ & 4chan.org/pol/catalog,2020-01-14 15:11:29,positive
JETGAS,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…",Florida,2020-01-14 15:11:29,neutral
𝙅.𝙏. @ 𝙓𝙇𝙚𝙫𝙚𝙡 🇵🇹 🌊🌊,"RT @ComradeStars: Lol even the B team over at MSNBC is saying they don’t believe Warren. This is a total backfire for her, she really messe…",South Side Indy,2020-01-14 15:11:29,positive
MichaelrHallen,Bernie's a loyal party member.,None,2020-01-14 15:11:29,positive
Jacque King,@dcexaminer @BernieSanders @ewarren @madelineefry @TulsiGabbard Bernie and tulsi made A deal she’s his Vice Preside… https://t.co/IFJCN3M996,"Pennsylvania, USA",2020-01-14 15:11:29,neutral
Susan Stewart⭐️⭐️⭐️,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:11:29,positive
ZombieJinx 🦀 ™®©°,"RT @leeladaou: I am appalled that #Warren's campaign would do this.

Friends can have good faith conversations about sexism in politics, bu…",Ohio,2020-01-14 15:11:29,negative
Edgardo Javier Canu,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…","Buenos Aires, Argentina",2020-01-14 15:11:29,neutral
Chris Huntington🏴🐾🐻,"RT @StefanMolyneux: The only people surprised at this

are those who don’t know the true history of the Left.",None,2020-01-14 15:11:29,positive
Save America from Trump #Resist #NoMalarkey,RT @FredTJoseph: @TulsiGabbard @BernieSanders If I was anyone on the Bernie campaign I’d be begging her to delete this. The last person any…,None,2020-01-14 15:11:29,neutral
City of Two Rivers,"RT @CityofTwoRivers: Burning down cities &amp; re educating MAGA people.

Imagine that...

#NaziGermany #Socialism 
#Bernie2020 #ArrestHim
#Mil…",Native Californian,2020-01-14 15:11:29,negative
CIRCLES JANUARY 17,"RT @pjayevans: Bernie Sanders telling a class of 3rd graders in 1987 that women have as much right as men do to run for office. ""It's chang…","Houston, TX",2020-01-14 15:11:30,positive
❌C E O❌,"RT @1776_Q_isJGault: Oh my!
 #FakeNews better get busy making this one go away.
Thank you @JamesOKeefeIII may we have another?",Northern California ,2020-01-14 15:11:30,positive
James 🧢🧢🧢☂️,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,None,2020-01-14 15:11:30,negative
SnoofyPony,"RT @bethlinas: ""Health care is one thing. Making sure that people have access to doctors. Or doing a better job preventing disease, is some…",Between Kate Bush & Pink Floyd,2020-01-14 15:11:30,positive
italy,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…",張宇心 ♡,2020-01-14 15:11:30,neutral
❌Deplorable Liee⭐️⭐️⭐️,RT @LisaMei62: Wow. Bernie will just fire these guys and say he had no idea they were talking like this.,United States,2020-01-14 15:11:30,positive
Marcie,"RT @JoshuaHol: I totally think Bernie woulda won in 2016. 

Hillary woulda won too, if not for James Comey's cowardice, some media malpract…","Coon Rapids, MN",2020-01-14 15:11:30,neutral
QNNARMY(Rebell Patriot 🇺🇸✝️🎸☠️🗽😎ThrasherMAGA,RT @fatboy22642: Project Veritas: Bernie Sanders Field Organizer Suggests Gulags to Help ‘Nazified’ Trump Voters https://t.co/aWwuSQaFgP vi…,"Vermont, USA",2020-01-14 15:11:30,neutral
D.🌹,"RT @People4Bernie: ITS HAPPENING: The @cceanv is endorsing Bernie Sanders for president of the United States!

https://t.co/YbGBERbmAr?",None,2020-01-14 15:11:30,neutral
Nostramomus#Bernie46,RT @BernieIs46: @DonnyTinyHandz https://t.co/eWtiV6NT57,"Boulder, CO",2020-01-14 15:11:30,neutral
Saku “NO MORE WAR” Zuckerberg,RT @wiforbernie2020: The largest group of donors to @BernieSanders by profession is none other than our public school teachers! They’re ove…,"Planet Earth, near a beach",2020-01-14 15:11:30,negative
Boiarski,"RT @DirkSchwenk: 2nd MUELLER NEVER SAID THE GRU WAS USING BERNIE'S SUPPORTERS AGAINST HRC. It's true, but Bernie knows this from some other…",3rd planet from the sun,2020-01-14 15:11:31,positive
⌛️#FreeAssange #NoUSExtradition4Assange⌛️,"RT @MaxBlumenthal: Why did Warren wait two years to deploy this desperate attack, until the night before a debate, and with her campaign st…",None,2020-01-14 15:11:31,negative
njshoreDeplorable,"RT @T_S_P_O_O_K_Y: Oh, yeah - blackface @GovernorVA wants to disarm law abiding citizens at the VERY TIME the progressive wing of his @TheD…","New Jersey, USA",2020-01-14 15:11:31,positive
❌Patrick Kennedy❌🇺🇸/🇨🇮🍸😎,RT @kelleyjsparks: 😂🤣😂 They are now eating their own!!! This is just hilarious!! Ya Dumb FKS will have no one standing soon!! Come on!!! I…,"HAMMER LANE, ST.LOUIS MO.",2020-01-14 15:11:31,positive
Laura Wilson Gallery,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Kingman, AZ at present",2020-01-14 15:11:31,negative
John Q Taxpayer,"RT @alx: NEW @Project_Veritas Video:

Bernie Sanders Field Organizer:

MAGA People will have to be “re-educated” “Like in Nazi Germany”

Be…","California, USA",2020-01-14 15:11:31,positive
Mariann,"RT @michellemalkin: Meanwhile, a Sanders field organizer threatens that ""cops are gonna be...getting f*cking beaten in Milwaukee"" at Democr…",None,2020-01-14 15:11:31,negative
Adam Parody,So Bernies campaign mate is planning to Burn Milwaukee and spread to other states if the doesn't get the nomination… https://t.co/07vSC0TM7K,United States,2020-01-14 15:11:31,negative
Protect Us From Evil 🇺🇸,RT @CarmineSabia: Bernie campaign workers calling for re education and gulags fro President Donald Trump supporters. Threaten riots and bea…,Earth,2020-01-14 15:11:31,neutral
Straight  Savage,"RT @ForIAmKing78: ""If Bernie doesn't get the nomination or it goes to a second round at the DNC Convention, f**king Milwaukee will burn"" -…",Somewhere Smokin ,2020-01-14 15:11:32,negative
#Sanders&YellowVest2020 🏳️‍🌈🌹,"RT @BernieSanders: Thank you @cceanv for your support! Together, we will finally give teachers a much-deserved raise, reinvest in public ed…","Houston, TX",2020-01-14 15:11:32,neutral
Pat,"@nytimes He might not be wrong. Arrogant shamelessness and apoligism wins. Trump proved it, and plenty of Bernie fo… https://t.co/6i6f1v7GP8","Houston, TX",2020-01-14 15:11:32,negative
Sharon,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Arizona, USA",2020-01-14 15:11:32,negative
